respuesta,emocion,pregunta,tokens,lemmas,texto_final
Al principio me sentí despreciado y sin importancia en el equipo pero ordene de nuevo mis ideas e insistí en compartirlas nuevamente,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['principio', 'sentí', 'despreciado', 'sin', 'importancia', 'equipo', 'ordene', 'nuevo', 'ideas', 'insistí', 'compartirlas', 'nuevamente']","['principio', 'sentir', 'despreciado', 'sin', 'importancia', 'equipo', 'ordenar', 'nuevo', 'idea', 'insistí', 'compartirla', 'nuevamente']",principio sentir despreciado sin importancia equipo ordenar nuevo idea insistí compartirla nuevamente
El día que me dieron para meter horario en la universidad se sintió injusto,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['día', 'dieron', 'meter', 'horario', 'universidad', 'sintió', 'injusto']","['día', 'dar', 'meter', 'horario', 'universidad', 'sentir', 'injusto']",día dar meter horario universidad sentir injusto
sientes mucha tristeza más que nada y te sientes en cierto modo que nada valió la pena,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sientes', 'mucha', 'tristeza', 'nada', 'sientes', 'cierto', 'modo', 'nada', 'valió', 'pena']","['sient', 'mucho', 'tristeza', 'nada', 'sient', 'cierto', 'modo', 'nada', 'valer', 'pena']",sient mucho tristeza nada sient cierto modo nada valer pena
"Cuando di ideas para mi trabajo en equipo, me sentí ignorada",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cuando', 'ideas', 'trabajo', 'equipo', 'sentí', 'ignorada']","['cuando', 'idea', 'trabajar', 'equipo', 'sentir', 'ignorado']",cuando idea trabajar equipo sentir ignorado
Pues escuché la opinión de todos y volvía. Dar la mía si no la vuelven a tomar en cuenta no me lo tomo personal,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['pues', 'escuché', 'opinión', 'volvía', 'dar', 'vuelven', 'tomar', 'cuenta', 'tomo', 'personal']","['pues', 'escuché', 'opinión', 'volvía', 'dar', 'volver', 'tomar', 'cuenta', 'tomo', 'personal']",pues escuché opinión volvía dar volver tomar cuenta tomo personal
Cuando mi papá se enfermó a mí nadie me tomaba en cuenta y sé que de haber sido diferente mi papá estaría mucho mejor,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cuando', 'papá', 'enfermó', 'nadie', 'tomaba', 'cuenta', 'haber', 'sido', 'diferente', 'papá', 'mucho', 'mejor']","['cuando', 'papá', 'enfermar', 'nadie', 'tomar', 'cuenta', 'haber', 'ser', 'diferente', 'papá', 'mucho', 'mejor']",cuando papá enfermar nadie tomar cuenta haber ser diferente papá mucho mejor
Trate de ver si podría dar otra solución o tratar de expresarme mejor  de lo que estaba diciendo,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['trate', 'ver', 'podría', 'dar', 'solución', 'tratar', 'expresarme', 'mejor', 'diciendo']","['tratar', 'ver', 'poder', 'dar', 'solución', 'tratar', 'expresarme', 'mejor', 'decir']",tratar ver poder dar solución tratar expresarme mejor decir
Al principio me enojé y después hablé con ellos,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['principio', 'enojé', 'después', 'hablé']","['principio', 'enojé', 'después', 'hablé']",principio enojé después hablé
"Me sentí frustrada y enojada, aunque también un poco triste y desanimada",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentí', 'frustrada', 'enojada', 'aunque', 'poco', 'triste', 'desanimada']","['sentir', 'frustrado', 'enojado', 'aunque', 'poco', 'triste', 'desanimada']",sentir frustrado enojado aunque poco triste desanimada
"Esa situación anteriormente me hacia sentir ignorada y me hacia sentir trsiteza, con el paso del tiempo si no toman en cuenta mi opinión no comento nada al respecto y mi actitud es indiferente",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['situación', 'anteriormente', 'hacia', 'sentir', 'ignorada', 'hacia', 'sentir', 'trsiteza', 'paso', 'tiempo', 'toman', 'cuenta', 'opinión', 'comento', 'nada', 'respecto', 'actitud', 'indiferente']","['situación', 'anteriormente', 'hacia', 'sentir', 'ignorado', 'hacia', 'sentir', 'trsiteza', 'paso', 'tiempo', 'tomar', 'contar', 'opinión', 'comentar', 'nada', 'respecto', 'actitud', 'indiferente']",situación anteriormente hacia sentir ignorado hacia sentir trsiteza paso tiempo tomar contar opinión comentar nada respecto actitud indiferente
"Fue cansado intentar que me escucharán, pero deje que hicieran lo que ya se había planeado aunque al final también me involucré en el asunto",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cansado', 'intentar', 'escucharán', 'deje', 'hicieran', 'planeado', 'aunque', 'final', 'involucré', 'asunto']","['cansado', 'intentar', 'escuchar', 'deje', 'hacer', 'planear', 'aunque', 'final', 'involucrer', 'asunto']",cansado intentar escuchar deje hacer planear aunque final involucrer asunto
Pues me sentí triste por no ser competente y pues lo maneje en trabajar en otra cosa y hacerlo bien,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['pues', 'sentí', 'triste', 'ser', 'competente', 'pues', 'maneje', 'trabajar', 'cosa', 'hacerlo', 'bien']","['pues', 'sentir', 'triste', 'ser', 'competente', 'pues', 'manejar', 'trabajar', 'cosa', 'hacer él', 'bien']",pues sentir triste ser competente pues manejar trabajar cosa hacer él bien
"Me sentí mal porque era mi equipo, pero ya no hice el esfuerzo por ser escuchada, solo intenté acoplarme a la decisión tomada y hacerlo de la mejor manera.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentí', 'mal', 'porque', 'equipo', 'hice', 'esfuerzo', 'ser', 'escuchada', 'solo', 'intenté', 'acoplarme', 'decisión', 'tomada', 'hacerlo', 'mejor', 'manera']","['sentir', 'mal', 'porque', 'equipo', 'hacer', 'esfuerzo', 'ser', 'escuchar', 'solo', 'intentar', 'acoplar yo', 'decisión', 'tomado', 'hacer él', 'mejor', 'manera']",sentir mal porque equipo hacer esfuerzo ser escuchar solo intentar acoplar yo decisión tomado hacer él mejor manera
"Con más frustración , solo lo dejé estar",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['frustración', 'solo', 'dejé']","['frustración', 'solo', 'dejar']",frustración solo dejar
como desde chico era introvertido nunca le di importancia si no lo tomaban en cuanta,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['chico', 'introvertido', 'nunca', 'importancia', 'tomaban', 'cuanta']","['chico', 'introvertido', 'nunca', 'importancia', 'tomar', 'cuanta']",chico introvertido nunca importancia tomar cuanta
Al inicio me molesté pero después pensé en serio en la situación y ya estuve bien,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['inicio', 'molesté', 'después', 'pensé', 'serio', 'situación', 'bien']","['inicio', 'molesté', 'después', 'pensar', 'serio', 'situación', 'bien']",inicio molesté después pensar serio situación bien
Decidí hacer las cosas solo después de no ser apoyado porque creían que debía hacer lo que ellos consideraban que era mejor para mi,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['decidí', 'hacer', 'cosas', 'solo', 'después', 'ser', 'apoyado', 'porque', 'creían', 'debía', 'hacer', 'consideraban', 'mejor']","['decidir', 'hacer', 'cosa', 'solo', 'después', 'ser', 'apoyar', 'porque', 'creer', 'deber', 'hacer', 'considerar', 'mejor']",decidir hacer cosa solo después ser apoyar porque creer deber hacer considerar mejor
"Me sentí invalidado, menospreciado, marginado. Fue muy frustrante, pero me tuve que resignar.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentí', 'invalidado', 'menospreciado', 'marginado', 'muy', 'frustrante', 'resignar']","['sentir', 'invalidar', 'menospreciado', 'marginado', 'mucho', 'frustrante', 'resignar']",sentir invalidar menospreciado marginado mucho frustrante resignar
Bien,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,['bien'],['bien'],bien
Me resultó incómodo y opté por callarme,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['resultó', 'incómodo', 'opté', 'callarme']","['resultar', 'incómodo', 'optar', 'callar yo']",resultar incómodo optar callar yo
Solo aparente que no pasaba nada a pesar de que estaba frustrado,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['solo', 'aparente', 'pasaba', 'nada', 'pesar', 'frustrado']","['solo', 'aparente', 'pasar', 'nada', 'pesar', 'frustrado']",solo aparente pasar nada pesar frustrado
"Lo tomé normal, algo enojado pero no vale la pena enojarse por situaciones así y mucho menos guardar rencor",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['tomé', 'normal', 'enojado', 'vale', 'pena', 'enojarse', 'situaciones', 'así', 'mucho', 'menos', 'guardar', 'rencor']","['tomé', 'normal', 'enojado', 'valer', 'pena', 'enojar él', 'situación', 'así', 'mucho', 'menos', 'guardar', 'rencor']",tomé normal enojado valer pena enojar él situación así mucho menos guardar rencor
"solo lo dejé pasar, si no me toman en cuenta no es mi culpa",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['solo', 'dejé', 'pasar', 'toman', 'cuenta', 'culpa']","['solo', 'dejar', 'pasar', 'tomar', 'cuenta', 'culpa']",solo dejar pasar tomar cuenta culpa
"Viví una impotencia muy fea, pero decidí alejarme de la situación y pensar en frío, para que mis acciones impulsivas no afectarán a terceros",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['viví', 'impotencia', 'muy', 'fea', 'decidí', 'alejarme', 'situación', 'pensar', 'frío', 'acciones', 'impulsivas', 'afectarán', 'terceros']","['viví', 'impotencia', 'mucho', 'feo', 'decidir', 'alejar yo', 'situación', 'pensar', 'frío', 'acción', 'impulsivo', 'afectar', 'tercero']",viví impotencia mucho feo decidir alejar yo situación pensar frío acción impulsivo afectar tercero
No me frusto con regularidad,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['frusto', 'regularidad']","['frusto', 'regularidad']",frusto regularidad
Un poco molesta por ello pero al final se soluciono tomando en cuenta las ideas de todos y saber cual era la mejor solucion para el trabajo en si,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['poco', 'molesta', 'ello', 'final', 'soluciono', 'tomando', 'cuenta', 'ideas', 'saber', 'mejor', 'solucion', 'trabajo']","['poco', 'molestar', 'él', 'final', 'solucionar', 'tomar', 'cuenta', 'idea', 'saber', 'mejor', 'solucion', 'trabajo']",poco molestar él final solucionar tomar cuenta idea saber mejor solucion trabajo
"No me he sentido frustrado en algún momento así porque cuando algo involucra a más personas,,todo se toma en cuenta",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['frustrado', 'algún', 'momento', 'así', 'porque', 'cuando', 'involucra', 'personastodo', 'toma', 'cuenta']","['frustrado', 'alguno', 'momento', 'así', 'porque', 'cuando', 'involucra', 'personastodo', 'tomar', 'cuenta']",frustrado alguno momento así porque cuando involucra personastodo tomar cuenta
"Lo último que recuerdo de la frustración fue el saber, y decir acerca de una situación que no era conveniente para realizar un proyecto, si bien el enojo es demasiado, solo pude tratar de enfocar ese enojo en tratar de acabarlo lo más pronto posible",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['último', 'recuerdo', 'frustración', 'saber', 'decir', 'acerca', 'situación', 'conveniente', 'realizar', 'proyecto', 'bien', 'enojo', 'demasiado', 'solo', 'pude', 'tratar', 'enfocar', 'enojo', 'tratar', 'acabarlo', 'pronto', 'posible']","['último', 'recuerdo', 'frustración', 'saber', 'decir', 'acerca', 'situación', 'conveniente', 'realizar', 'proyecto', 'bien', 'enojo', 'demasiado', 'solo', 'poder', 'tratar', 'enfocar', 'enojo', 'tratar', 'acabar él', 'pronto', 'posible']",último recuerdo frustración saber decir acerca situación conveniente realizar proyecto bien enojo demasiado solo poder tratar enfocar enojo tratar acabar él pronto posible
Tranquilo y espere para que terminarán de sar las suyas y proponer la mia,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['tranquilo', 'espere', 'terminarán', 'sar', 'proponer', 'mia']","['tranquilo', 'esperar', 'terminar', 'sar', 'proponer', 'mia']",tranquilo esperar terminar sar proponer mia
En un trabajo en equipo di mi opinión y nadie la tomo en cuenta siendo que era una opción bastante viable. Al principio si me enojo un poco pero al final del día cada quien es libre de tomar sus decisiones y eso no tiene porque afectarme,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['trabajo', 'equipo', 'opinión', 'nadie', 'tomo', 'cuenta', 'siendo', 'opción', 'bastante', 'viable', 'principio', 'enojo', 'poco', 'final', 'día', 'cada', 'libre', 'tomar', 'decisiones', 'porque', 'afectarme']","['trabajo', 'equipo', 'opinión', 'nadie', 'tomo', 'contar', 'ser', 'opción', 'bastante', 'viable', 'principio', 'enojo', 'poco', 'final', 'día', 'cada', 'libre', 'tomar', 'decisión', 'porque', 'afectar yo']",trabajo equipo opinión nadie tomo contar ser opción bastante viable principio enojo poco final día cada libre tomar decisión porque afectar yo
"Pues me enojo pero no me altere o explote, pude manejarlo bien y resolverlo.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['pues', 'enojo', 'altere', 'explote', 'pude', 'manejarlo', 'bien', 'resolverlo']","['pues', 'enojo', 'alterar', 'explote', 'poder', 'manejar él', 'bien', 'resolver él']",pues enojo alterar explote poder manejar él bien resolver él
Fue un sentimiento desagradable y que me generó tristeza,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentimiento', 'desagradable', 'generó', 'tristeza']","['sentimiento', 'desagradable', 'generar', 'tristeza']",sentimiento desagradable generar tristeza
"En un trabajo en equipo pero al final si se uso, solo sentí feo",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['trabajo', 'equipo', 'final', 'uso', 'solo', 'sentí', 'feo']","['trabajo', 'equipo', 'final', 'uso', 'solo', 'sentí', 'feo']",trabajo equipo final uso solo sentí feo
Cortante sin participar más,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cortante', 'sin', 'participar']","['cortante', 'sin', 'participar']",cortante sin participar
Cuando había que hacer un trabajo en equipo y solo se tomaban en cuenta las ideas de los demás compañeros menos la mía. En un punto decidí ya no opinar y solo hacer lo que quisieran para poder avanzar en el proyecto,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['cuando', 'hacer', 'trabajo', 'equipo', 'solo', 'tomaban', 'cuenta', 'ideas', 'demás', 'compañeros', 'menos', 'punto', 'decidí', 'opinar', 'solo', 'hacer', 'quisieran', 'poder', 'avanzar', 'proyecto']","['cuando', 'hacer', 'trabajo', 'equipo', 'solo', 'tomar', 'contar', 'idea', 'demá', 'compañero', 'menos', 'punto', 'decidir', 'opinar', 'solo', 'hacer', 'querer', 'poder', 'avanzar', 'proyecto']",cuando hacer trabajo equipo solo tomar contar idea demá compañero menos punto decidir opinar solo hacer querer poder avanzar proyecto
"En una ocasión en un trabajo en equipo, no tomaban en cuenta mi idea para una parte del proyecto(misma que terminaron haciendo).
Nunca me dieron el crédito de la idea, tampoco me tomaban en cuenta simplemente porque creían que yo era “tonto”.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['ocasión', 'trabajo', 'equipo', 'tomaban', 'cuenta', 'idea', 'parte', 'proyectomisma', 'terminaron', 'haciendo', 'nunca', 'dieron', 'crédito', 'idea', 'tampoco', 'tomaban', 'cuenta', 'simplemente', 'porque', 'creían', 'tonto']","['ocasión', 'trabajo', 'equipo', 'tomar', 'contar', 'idea', 'parte', 'proyectomisma', 'terminar', 'hacer', 'nunca', 'dar', 'crédito', 'idea', 'tampoco', 'tomar', 'contar', 'simplemente', 'porque', 'creer', 'tonto']",ocasión trabajo equipo tomar contar idea parte proyectomisma terminar hacer nunca dar crédito idea tampoco tomar contar simplemente porque creer tonto
"Yo siempre evito estar frustrado, porque no sirve de nada así que no me importa y yo voy en lo mío",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['siempre', 'evito', 'frustrado', 'porque', 'sirve', 'nada', 'así', 'importa', 'voy']","['siempre', 'evito', 'frustrado', 'porque', 'servir', 'nada', 'así', 'importar', 'ir']",siempre evito frustrado porque servir nada así importar ir
Me quede callada y ya no seguí hablando ni dando mk opinión ahora ya no me quedo callada con algo que no me parece,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['quede', 'callada', 'seguí', 'hablando', 'dando', 'opinión', 'ahora', 'quedo', 'callada', 'parece']","['quedar', 'callado', 'seguí', 'hablar', 'dar', 'opinión', 'ahora', 'quedo', 'callado', 'parecer']",quedar callado seguí hablar dar opinión ahora quedo callado parecer
"intente expresar mis puntos de vista de manera clara, después intentar hablarlo por aparte para que alguien más comunique mi idea",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['intente', 'expresar', 'puntos', 'vista', 'manera', 'clara', 'después', 'intentar', 'hablarlo', 'aparte', 'alguien', 'comunique', 'idea']","['intente', 'expresar', 'punto', 'visto', 'manera', 'claro', 'después', 'intentar', 'hablar él', 'aparte', 'alguien', 'comunicar', 'idea']",intente expresar punto visto manera claro después intentar hablar él aparte alguien comunicar idea
"Si me sentí mal, pero logré controlarme y aceptar dicho tema para evitar cosas peores, aunque al final conversamos acerca de esas decisiones.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['sentí', 'mal', 'logré', 'controlarme', 'aceptar', 'dicho', 'tema', 'evitar', 'cosas', 'peores', 'aunque', 'final', 'conversamos', 'acerca', 'decisiones']","['sentir', 'mal', 'logré', 'controlarme', 'aceptar', 'dicho', 'tema', 'evitar', 'cosa', 'peor', 'aunque', 'final', 'conversar', 'acerca', 'decisión']",sentir mal logré controlarme aceptar dicho tema evitar cosa peor aunque final conversar acerca decisión
"En un proyecto, trabajé mucho y al final no tomaron en cuenta mis aportes. Me frustré bastante. Sin embargo, decidí conversar con el equipo y expresar mis ideas en otra oportunidad, y ahí sí me escucharon.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['proyecto', 'trabajé', 'mucho', 'final', 'tomaron', 'cuenta', 'aportes', 'frustré', 'bastante', 'sin', 'embargo', 'decidí', 'conversar', 'equipo', 'expresar', 'ideas', 'oportunidad', 'ahí', 'escucharon']","['proyecto', 'trabajer', 'mucho', 'final', 'tomar', 'contar', 'aporte', 'frustrar', 'bastante', 'sin', 'embargo', 'decidir', 'conversar', 'equipo', 'expresar', 'idea', 'oportunidad', 'ahí', 'escuchar']",proyecto trabajer mucho final tomar contar aporte frustrar bastante sin embargo decidir conversar equipo expresar idea oportunidad ahí escuchar
En el relevo de la universidad en atletismo,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['relevo', 'universidad', 'atletismo']","['relevar', 'universidad', 'atletismo']",relevar universidad atletismo
"En el trabajo, he tenido ideas y me esfuerzo mucho y ellos solo ven lo malo, por lo que no validan el esfuerzo",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['trabajo', 'ideas', 'esfuerzo', 'mucho', 'solo', 'ven', 'malo', 'validan', 'esfuerzo']","['trabajar', 'idea', 'esfuerzo', 'mucho', 'solo', 'ver', 'malo', 'validir', 'esfuerzo']",trabajar idea esfuerzo mucho solo ver malo validir esfuerzo
No hay alguna ocasión en la que haya pasado eso,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['alguna', 'ocasión', 'pasado']","['alguno', 'ocasión', 'pasado']",alguno ocasión pasado
.,Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,[],[],
"No suelo reaccionar o tomar acción, generalmente asumo o que esta persona sabe mejor que yo la situación y por ende ignora mi consejo.",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['suelo', 'reaccionar', 'tomar', 'acción', 'generalmente', 'asumo', 'persona', 'sabe', 'mejor', 'situación', 'ende', 'ignora', 'consejo']","['soler', 'reaccionar', 'tomar', 'acción', 'generalmente', 'asumo', 'persona', 'saber', 'mejor', 'situación', 'ende', 'ignorar', 'consejo']",soler reaccionar tomar acción generalmente asumo persona saber mejor situación ende ignorar consejo
"Mientras trabajaba en un equipo para desarrollar un programa, mis ideas no eran escuchadas por los demás, me sentí impotente ya que algunas de mis ideas eran posibles soluciones a los problemas que enfrentabamos",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['mientras', 'trabajaba', 'equipo', 'desarrollar', 'programa', 'ideas', 'escuchadas', 'demás', 'sentí', 'impotente', 'ideas', 'posibles', 'soluciones', 'problemas', 'enfrentabamos']","['mientras', 'trabajar', 'equipo', 'desarrollar', 'programa', 'idea', 'escuchada', 'demá', 'sentir', 'impotente', 'idea', 'posible', 'solución', 'problema', 'enfrentabar']",mientras trabajar equipo desarrollar programa idea escuchada demá sentir impotente idea posible solución problema enfrentabar
"Mas que nada al ver que no me tomaron en cuento solo los vi y ya no volvi a dar mi opinion

Sin embargo tambien sera una sensacion de odio y tristeza",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['mas', 'nada', 'ver', 'tomaron', 'cuento', 'solo', 'volvi', 'dar', 'opinion', 'sin', 'embargo', 'tambien', 'sera', 'sensacion', 'odio', 'tristeza']","['mas', 'nada', 'ver', 'tomar', 'cuento', 'solo', 'volvi', 'dar', 'opinion', 'sin', 'embargo', 'tambien', 'sero', 'sensacion', 'odio', 'tristeza']",mas nada ver tomar cuento solo volvi dar opinion sin embargo tambien sero sensacion odio tristeza
"No dejarme participar en un concurso de matemáticas por el hecho de mi cuerpo ya que querían que quien representará a la institución cumpliera con ciertas características, decidí dejar de lado ese concurso y concentrarme en otras cosas",Ira,8. Describe una ocasión en la que te sentiste frustrado(a) porque no tomaron en cuenta tu opinión o esfuerzo. ¿Cómo reaccionaste ante esta situación y cómo la manejaste? ,"['dejarme', 'participar', 'concurso', 'matemáticas', 'hecho', 'cuerpo', 'querían', 'representará', 'institución', 'cumpliera', 'ciertas', 'características', 'decidí', 'dejar', 'lado', 'concurso', 'concentrarme', 'cosas']","['dejar yo', 'participar', 'concurso', 'matemático', 'hecho', 'cuerpo', 'querer', 'representar', 'institución', 'cumplir', 'cierto', 'característica', 'decidir', 'dejar', 'lado', 'concurso', 'concentrar yo', 'cosa']",dejar yo participar concurso matemático hecho cuerpo querer representar institución cumplir cierto característica decidir dejar lado concurso concentrar yo cosa
